title,description,prod_details,ASIN,Manfacturer
"Aurion Durable Vista Bag with Multiple Purposes and Compartments for Men and Women - (24 cm, Olive Green x Blue, 1pc) | Sports Bag | Duffle Bag | Travel Bag | Camping Bag | Kit Bag | Luggage Bag","  Material: Made of Polyester Fibre. The Great advantage of polyester fiber is good wrinkle resistance and shape retention, Finest strength, and elastic recovery. It is firm, durable, and lightweight. Aurion bags are available in various colors.    Components: This package consists of the best durable vista bag with multiple purposes and compartments which will be your best sports kit bag. You can easily fold the bag and store it away after using it or when you’re traveling. Since the bag is so lightweight, you can even take it on a flight with you or carry it empty as an emergency backup. Available in various colors    Compact Vista Bag: This all-star, comfortable, collapsible, and versatile vista bag features 2 handle straps and 1 adjustable shoulder strap, which means you can carry it as a handbag or a cross-body bag. It also has a small pocket to fit your phone, earphones, and wallets, and it is very spacious.    Benefits: When you are fighting for your dream, being unscratched is impossible but not for an Aurion equipment bag, even after a long, tired, worn-out day, this bag doesn't age but stays good as new throughout rough and tough use.    Usage: The bag consists of many compartments you can easily store and hold a water bottle, pair of clothing, keys, shoes, and other small accessories without you struggling to zip it shut, perfect for sports, travel, workout, hiking, camping, shopping or just as a sports duffel bag for kids & adults. Ideal for men, women, or girls to use and is great for gifts.   ","  Product Dimensions:49.3 x 24.9 x 24.9 cm; 200 Grams   Date First Available:25 March 2021   Manufacturer:FIVE K GROUP   ASIN:B09136P3D9   Item model number:VISTA   Country of Origin:India   Department:Unisex-Youth   Manufacturer:FIVE K GROUP, Five K Group, 47 ,Wariyana Industrial Complax Sangal Sohal Jalandhar Punjab 144013; 8872748777,9915198777,01815025777   Packer:Five k Group, Five K Group, 47 ,Wariyana Industrial Complax Sangal Sohal Jalandhar Punjab 144013; 8872748777,9915198777,01815025777   Item Weight:200 g   Item Dimensions LxWxH:49.3 x 24.9 x 24.9 Centimeters   Net Quantity:1 count   Included Components:1 X GYM BAG   Generic Name:Gym bag  ",B09136P3D9,FIVE K GROUP
Wildcraft 45 Ltrs Black Rucksack (8903338073840),"  Outer Material: Nylon, Color: Black    Resistance: Water resistant    Dimensions: 34 cms x 23 cms x 43 cms (LxWxH)    Lightweight design    Compression and sternum straps   ","  Is Discontinued By Manufacturer:No   Product Dimensions:55 x 38 x 7 cm; 800 Grams   Date First Available:25 May 2016   Manufacturer:Wildcraft   ASIN:B01G5I8VDS   Item model number:8903338073840   Country of Origin:India   Department:Unisex-adult   Manufacturer:Wildcraft, Wildcraft India Pvt Ltd   Packer:Wildcraft India Pvt Ltd   Item Weight:800 g   Item Dimensions LxWxH:55 x 38 x 7 Centimeters   Generic Name:Climbing  ",B01G5I8VDS,No
ADISA Women Girls Floral Print Round Sling Bag,  Outer Material : PU / Synthetic Leather    Closure : Zipper    No. of Compartments : 1    No. of Pockets : 1    Dimensions : LxWxH - 7.6 x 3.1 x 7.6 inches   ,"  Product Dimensions:19.05 x 19.05 x 7.62 cm; 290 Grams   Date First Available:23 July 2021   Manufacturer:ADISA   ASIN:B09B56RD6Z   Item model number:SL5073   Country of Origin:India   Department:Women   Manufacturer:ADISA, careadisa@gmail.com   Item Weight:290 g   Item Dimensions LxWxH:19.1 x 19.1 x 7.6 Centimeters   Net Quantity:1.00 Handbag   Included Components:Sling Bag  ",B09B56RD6Z,ADISA
EUME Virgo Polyester 29Ltr Laptop Backpack for Men & Women - Yellow Series,  Colour: Black : For men and women    Pattern Name: Checkered; Pocket Description: Utility Pocket; Lining Description: Polyester; Style Name: Daypack Backpacks; Age Range Description: Adult; Closure Type: Zipper    Age Range Description: Adult; Style Name: Daypack Backpacks; Outer Material Type: Polyester; Lining Description: Polyester; Pocket Description: Utility Pocket; Closure Type: Zipper    Water Resistance Level: Water Resistant; Warranty Description: 1; Special Features: Laptop Compartment; Compartment Description: Up To 14 Inches   ,"  Product Dimensions:8 x 12 x 17.75 cm; 670 Grams   Date First Available:21 December 2020   Manufacturer:Avon Lifestyle Pvt Ltd   ASIN:B08R563J3T   Item model number:2400045   Country of Origin:India   Department:Unisex-adult   Manufacturer:Avon Lifestyle Pvt Ltd, Avon Lifestyle Pvt Ltd   Packer:Avon Lifestyle Pvt Ltd, B-2 Nandkishore Ind.Estate off, Mahakali Caves Road, Andheri East Mumbai-400093 customercare@avongroup.in, Customer Care No-9321366003   Item Weight:670 g   Item Dimensions LxWxH:8 x 12 x 17.7 Centimeters   Generic Name:Laptop Backpack  ",B08R563J3T,Avon Lifestyle Pvt Ltd
Genie Flamenco2 Casual Backpacks for Women,"  Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant! Capacity: 13 liters, Weight: 355 g, Dimensions: 29 x 35.5 x 13 cm Warranty: 12 months    Spacious compartment with Tablet sleeves: To have entertainment & work, on the Go! One side pocket: For holding water bottle, clipping pens or pencil or storing other items. Easily accessible front pocket: To keep all your essentials such as wallet, ticket, cosmetics.    Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!    Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.    Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.   ","  Product Dimensions:13 x 29 x 35.5 cm; 350 Grams   Date First Available:9 March 2021   Manufacturer:Safari   ASIN:B08YF9VHTY   Item model number:FLAMENCO214CBSBL   Country of Origin:India   Department:Womens   Manufacturer:Safari, Safari, Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra.   Packer:Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id : customercare@safari.in   Item Weight:350 g   Item Dimensions LxWxH:13 x 29 x 35.5 Centimeters   Generic Name:Backpack  ",B08YF9VHTY,Safari
"POLESTAR Noble 32 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty","  ✅DIMENSIONS: 31 Cm x 22 Cm x 45 Cm, CAPACITY: 32 Litres    ✅NUMBER OF COMPARTMENTS: 3 full size compartments & 2 side pockets, LAPTOP COMPARTMENT: Padded laptop compartment with elasticated strap lock, LAPTOP SIZE: 13 to 15.6 inches    ✅MATERIAL: Polyester, Water Resistant, COLOR: Navy Blue    ✅SPECIAL FEATURES: Ergonomic design, lightweight, padded breathable mesh back with adjustable straps, smooth & durable zippers, padded haul loop, 2 bottle/ umbrella easy access pockets    ✅CONSUMER: Suitable for men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks, WARRANTY: 12 Months, Make in India product   ","  Is Discontinued By Manufacturer:No   Product Dimensions:45 x 31 x 22 cm; 550 Grams   Date First Available:13 March 2019   Manufacturer:POLESTAR   ASIN:B07PQQ8M7B   Item model number:PS_NOBLE   Country of Origin:India   Department:Unisex-adult   Manufacturer:POLESTAR, JAI AMBAY ENTERPRISES ,03AAFFJ0421M1ZQ, B -29 ,Sports & Surgical complex,Kapurthala Road, Jalandhar Punjab 140021 India . +91 9914112308 , polestarbags@gmail.com   Packer:JAI AMBAY ENTERPRISES, B -29 , Sports & Surgical complex , Kapurthala Road , Jalandhar Punjab India 140021 ,+ 919914112308   Item Weight:550 g   Item Dimensions LxWxH:45 x 31 x 22 Centimeters   Net Quantity:1.00 Number   Generic Name:Bag  ",B07PQQ8M7B,No
"Wildcraft 45 Ltrs Grey and Orange Rucksack (8903338073864), Large","  Outer Material: Nylon, Color: Orange. With Rain Cover : No    Water resistance dimensions: 56.8cms x 33.6 cms x 5.4 cms (LxWxH)    Top loading pack with draw string opening for easy and quick access    Strengthened haul loop to take on heavier loads; Volume Capacity - 45 Liters    Style Name: Rucksack Backpacks; Special Features: Back Padding; Closure Type: Drawstring; Age Range Description: Adult; Pocket Description: Utility Pocket   ","  Is Discontinued By Manufacturer:No   Product Dimensions:35.8 x 6.2 x 57.7 cm; 400 Grams   Date First Available:25 May 2016   Manufacturer:Wildcraft   ASIN:B01G5I8YLC   Item model number:8903338073864   Country of Origin:India   Department:Other   Manufacturer:Wildcraft, Wildcraft, No. 4AC-401, 2nd Block, Hennur Road, BDA Layout, Bangalore City Corporation Ward No. 89, Kammanahalli, Bengaluru, Karnataka 560084; Phome: 9930076456   Packer:Wildcraft, No. 4AC-401, 2nd Block, Hennur Road, BDA Layout, Bangalore City Corporation Ward No. 89, Kammanahalli, Bengaluru, Karnataka 560084; Phome: 9930076456   Item Weight:400 g   Item Dimensions LxWxH:35.8 x 6.2 x 57.7 Centimeters   Net Quantity:1 count   Included Components:Backpack   Generic Name:Wildcraft 45 Ltrs Grey and Orange Rucksack (8903338073864)  ",B01G5I8YLC,No
KILLER Casual College Bags Munich 29L Trendy Polyester Laptop Backpack,  Dimension:18.75 x 13.00 x 7.25 [HxWxD](inches); Weight:525gm; Multi-purpose Bag Light-weight colourful College bag; 1 year warranty on Manufacturing Defects     Pocket Description: Utility Pocket; Age Range Description: Adult; Style Name: Daypack Backpacks; Pattern Name: Solid; Special Features: Back Padding     Water Resistance Level: Water Resistant; Compartment Description: Up To 15 Inches; Strap Type: Cross-Body; Warranty Description: 1 Year Warranty Against Manufacturing Defects.     Closure Type: Zipper    ,  Product Dimensions:18.41 x 33.02 x 47.62 cm; 530 Grams   Date First Available:1 March 2018   Manufacturer:Killer   ASIN:B07B516P18   Item model number:KLC-LTB-10026-91   Country of Origin:India   Department:Unisex-adult   Manufacturer:Killer   Item Weight:530 g   Item Dimensions LxWxH:18.4 x 33 x 47.6 Centimeters  ,B07B516P18,Killer
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Black,"  Capicity: 21 Litres, Weight: 0.4kg; Dimensions: 45cmX29cmX16cm; Outer Material: Polyester; Inner Material: Polyester    Water Repellent: Yes; Laptop Compartment: Yes ; Compartments: 2,one front pocket to hold essentials and A mesh stash pocket on one side to accommodate a drinking bottle & other accessories.    Utility: Office, College, School, Camping, Weekend trip, Day trip    Accessories shown in the picture are not part of the bag.    Style Name: Daypack Backpacks; Color Name: Wht-Blk; Closure Type: Zipper; Strap Type: Shoulder Strap; Age Range Description: Kid; Warranty Description: No Warranty; Water Resistance Level: Water Resistant   ","  Is Discontinued By Manufacturer:No   Product Dimensions:16 x 29 x 45 cm; 300 Grams   Date First Available:28 August 2018   Manufacturer:Rushi Enterprise   ASIN:B07H193V57   Item model number:CLASY-BLK-WHT   Country of Origin:India   Department:Unisex Kids   Manufacturer:Rushi Enterprise, Rushi Enterprise, Jeshinjpara, Valapra Gujarat Amreli-365601 Mo- 9714228584   Packer:Rushi Enterprise, Jeshinjpara, Valapra Gujarat Amreli-365601 Mo- 9714228584   Item Weight:300 g   Item Dimensions LxWxH:16 x 29 x 45 Centimeters   Net Quantity:1 Count   Included Components:Laptop School Backpack   Generic Name:School Backpack  ",B07H193V57,No
ZIBUYU® Tote Handbag for Women Fashion Faux Leather Tote Bag Classic Shoulder Crossbody Bags for Lady Girl Solid Color,"  CLASS VINTAGE BROWN DESIGN: Designed with classic vintage brown color adding great casual style also decent carrying bag for various occasion. Classic solid color design, will never be out of date and suitable for various age group.    QUALITY TEXTURE: Crafted with soft and durable faux leather, lightly waterproof, easy to care and clean. Wear resistance feature allows it can be used for longer. Reinforced shoulder strap and lift handles make sure longlast durability.    PRACTICAL LARGE CAPACITY: Measured overall size is about 32*12*28 cm (12.6"" L x 4.73"" W x 11 ""H), can meet your daily outdoor storage needs. Main compartment is with multi layer compartments of various size, for clothes, books, essentials, small items, waterbottle, foldable umbrella, etc. This tote bag is handy and practical no matter for daily use or travel use.    EASY ACCESS SAFE BACK ZIPPER POUCH: Designed with a small pouch for small items including keys, wallet, small coin pouch, more convenient to access and also can ensure the safety of private personal items.    PERFECT BACKPACK FOR ALL SITUATION: Coming with a detachable and adjustable shoulder strap(1.25m). You can use it as a handbag, shoulder bag, tote. Practical daily use backpack for all, can be used as a school backpack, commuter bag, travel bag, etc. Adjustable shoulder strap, you can adjust the proper length as you need.   ","  Product Dimensions:35 x 32 x 3 cm; 550 Grams   Date First Available:9 June 2022   Manufacturer:ZIBUYU   ASIN:B0B3MTSRFK   Item part number:AZHT2-1KJ9JVJ   Country of Origin:China   Manufacturer:ZIBUYU, Raghu Trading Limited (HK)   Item Weight:550 g   Item Dimensions LxWxH:35 x 32 x 3 Centimeters   Net Quantity:1.00 count   Included Components:See Product Description  ",B0B3MTSRFK,ZIBUYU
Urban Tribe Fitpack Neo Multipurpose 15.6 Inch| Water Repellent |26 litres | Laptop Backpack for Men and Women,"  Separate Laptop compartments for better organisation and to pack your extra stuff in an orderly manner    Elastic holders for water bottles, sippers, smoothies or protein shakes.; Efficient organizer on the inside to help you in keep your things separately in an orderly manner.    A dedicated shoe storage compartment which keeps rest of the items away from your shoes. The shoe compartment has ample space and ensures a great carrying experience.    Unique pre-fitted USB port helps you to easily connect your phone or any other device with your power bank.    Strap Type: Adjustable; Material Type: Polyester; Water Resistance Level: Water Resistant; Warranty Description: 12 Months Warranty Against Manufacturing Defects; Lining Description: Polyester; Special Features: Back Padding; Closure Type: Zipper; Age Range Description: Adult   ","  Is Discontinued By Manufacturer:No   Product Dimensions:6.3 x 12.99 x 19.69 cm; 499 Grams   Date First Available:29 May 2019   Manufacturer:BACKPACK INTERNATIONAL PVT LTD   ASIN:B07SKBCWJJ   Item model number:UT/LBP/FTN/BLK   Country of Origin:India   Department:Unisex-adult   Manufacturer:BACKPACK INTERNATIONAL PVT LTD, Backpack International Pvt Ltd, Contact no +919769487901   Packer:Backpack International Pvt Ltd Contact - Support@urbantribe.in   Importer:Backpack International Pvt Ltd   Item Weight:499 g   Item Dimensions LxWxH:6.3 x 13 x 19.7 Centimeters   Net Quantity:1.00 count   Generic Name:Backpack  ",B07SKBCWJJ,No
"WENGER BTS Sun 14/16 Inch Laptop Backpack, 10 Inch Tablet Pocket in Navy Geo Print in Blie (27 litres)-Blend of Style & Function, Swiss Designed, 612036","  Laptop & Tablet Pocket: 4 Zippered compartments with a padded 16'' laptop compartment & a dedicated 10'' tablet pocket. Keep your laptop & tablet secure in its own convenient pocket.    Comprehensive Features: An integrated SmartOrg pocket that safely stores phone & laptop cords for easy use & access. Ideal for commuting & traveling. Easily store items inside a multi-compartment organizer panel, keeping essentials from getting lost in larger compartments. Mesh side pockets are sized to hold a water bottle or an umbrella with reflective print for better visibility at night.    Optimum Comfort with Functionality: Padded grab handle provides maximum comfort when carrying the backpack by hand. Quickly tighten or loosen the shoulder straps to your desired fit with these convenient thumb-ring adjusters. & Airflow back padding keeps the wearer cool.    Dimensions & Material: Size 27 x 35 x 47 cm Capacity 27 l Material Polyester    3-Year Wenger Warranty Our products undergo strict quality controls and rigorous testing standards. Nevertheless, should you encounter a problem with your product, we are offering you a 3-year warranty.   ","  Product Dimensions:35 x 27 x 47 cm; 830 Grams   Date First Available:31 October 2020   Manufacturer:Wenger   ASIN:B08HM9P2TB   Item model number:612036   Country of Origin:India   Department:Unisex-adult   Manufacturer:Wenger, Victorinox India Pvt. Ltd - +91 22 62628888   Packer:Victorinox India Pvt. Ltd - +91 22 62628888   Importer:Victorinox India Pvt. Ltd - +91 22 62628888   Item Weight:830 g   Item Dimensions LxWxH:35 x 27 x 47 Centimeters   Net Quantity:1 Count   Included Components:Backpack   Generic Name:Laptop Backpack  ",B08HM9P2TB,Wenger
Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,"  Outer material: synthetic, color: black; Waterproof    Capacity: 28 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH)    Number of compartments: 2    Laptop compatibility: yes, laptop size: 16strap type: adjustable    Special Features: Back Padding; Age Range Description: Adult; Pocket Description: Utility Pocket; Closure Type: Zipper    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .   ","  Product Dimensions:48 x 33 x 18 cm; 600 Grams   Date First Available:2 August 2018   Manufacturer:Gear Merchandise PVT LTD   ASIN:B07G44G1DC   Item model number:LBPVG2LTH0101   Country of Origin:India   Department:Men   Manufacturer:Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366   Packer:Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366   Item Weight:600 g   Item Dimensions LxWxH:48 x 33 x 18 Centimeters   Net Quantity:1 count   Included Components:Laptop Backpack   Generic Name:Bag  ",B07G44G1DC,Gear Merchandise PVT LTD
Wildcraft 44 Ltrs Casual Backpack (11629-Wolf_Blue),"  Outer Material: Nylon, Color: Wolf_Blu    Capacity: 44 liters; Dimensions: 10.5 inches x 13.5 inches x 19 inches (LxWxH)    Number of compartments: 3    Warranty type: Manufacturer; 5 years manufacturer warranty is non-transferable and valid for 5 years from the original date of purchase   ",  Is Discontinued By Manufacturer:No   Product Dimensions:34.29 x 26.67 x 48.26 cm; 400 Grams   Date First Available:28 January 2018   Manufacturer:Wildcraft   ASIN:B079DFHYHP   Item model number:11629-Wolf_Blu   Country of Origin:India   Manufacturer:Wildcraft   Item Weight:400 g   Item Dimensions LxWxH:34.3 x 26.7 x 48.3 Centimeters   Generic Name:Casual Backpack  ,B079DFHYHP,No
"uppercase Medium 17 Ltrs Vegan Leather (14.6 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Green)",  Handcrafted with care and made up of premium quality robust material   ,"  Product Dimensions:28.2 x 14.1 x 42.2 cm; 5.02 Grams   Date First Available:11 July 2022   Manufacturer:Acefour Accessories Pvt. Ltd.   ASIN:B0B69M182Q   Item model number:2300EBP1GRN   Country of Origin:India   Department:Unisex-adult   Manufacturer:Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India   Item Weight:5.02 g   Item Dimensions LxWxH:28.2 x 14.1 x 42.2 Centimeters   Net Quantity:1.00 count  ",B0B69M182Q,Acefour Accessories Pvt. Ltd.
Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,"  Stylish & structured handbag with a compact shape and premium texture.    This bag has a main spacious compartment with a divider zip pocket to provide you enough space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses etc.    Features dual round handles, it comes with an adjustable and deatchable sling strap.    A perfect handbag from Lavie which will help you carry with style all your essentials for the day.    It comes in a couple of beautiful shades to fit your preferences and selection.   ","  Product Dimensions:25 x 10 x 24 cm; 350 Grams   Date First Available:6 July 2022   Manufacturer:Bagzone Lifestyle Pvt Ltd   ASIN:B0B3JBRB6J   Item model number:HMGJ835206N2   Country of Origin:India   Department:Womens   Manufacturer:Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093   Packer:Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093   Importer:Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093   Item Weight:350 g   Item Dimensions LxWxH:25 x 10 x 24 Centimeters   Included Components:Handbag   Generic Name:Ushawu Small Satchel  ",B0B3JBRB6J,Bagzone Lifestyle Pvt Ltd
"Large Capacity Cosmetic Travel Bag, Women's Makeup Travel Bag Portable Leather Cosmetics Bag, Makeup Storage Bags with Handle and Divider, Wide Opening Cosmetic/Makeup Organizer Bags(Pink)","  High-Quality Materials : Travel makeup pouch made of easy-to-clean PU leather fabric, special water-resistant surface to prevent internal products from getting wet.    PU Leather makeup bag function : Portable and Lightweight design with handle, Made of high-quality soft PU leather fabric, strong thickness make the bag more durable and easy to clean, special water-resistant surface to prevent internal products from getting wet.No need to worry about messy leaks when traveling.    Multifunctional storage makeup bags : This Make up Bags not only can storage your cosmetics, but also Jewelry, Electronic Accessories, Camera, Essential oil, Toiletries, Shaving Kit, glasses,Valuable objects and so on.    Convenient and Durable Handle : The zipper of the makeup travel bag opening design is reasonable,It's a easy to handle and very practical zipper pouch    Wonderful Gift : The travel makeup bag is perfect for daily use or travelling, it's a great gift for women and girls with the gift box on Mother's Day, Women's Day or Christmas .   ","  Product Dimensions:23 x 12 x 12 cm; 170 Grams   Date First Available:24 October 2022   Manufacturer:XIVUMN   ASIN:B0BK922Y5N   Item model number:Open Flat Cosmetic Bag-01   Country of Origin:China   Department:Womens   Manufacturer:XIVUMN, Surat,Gujarat   Packer:XIVUMN   Importer:XIVUMN   Item Weight:170 g   Item Dimensions LxWxH:23 x 12 x 12 Centimeters   Net Quantity:1.00 count   Generic Name:Travel Accessory- Cosmetic Bag  ",B0BK922Y5N,XIVUMN
"SUPERBAK Montana 39 Ltrs School Laptop Backpack (Grey-Pink), One Size (LBPMNTNA0407)",  3 Wide Access Compartments : Water Resistant Fabric : Heavy Duty Zippers & Pullers : Optimized Back panel with Premium Cushioning and Airflow Mechanism : Advanced Ergonomics : Padded Laptop Sleeve fits laptop up to 15.6 inch : Internal Organizer with Zipper    Warranty : 18 Months    Item Package Weight: 634.0 grams   ,"  Product Dimensions:35 x 22 x 50 cm; 600 Grams   Date First Available:14 October 2021   Manufacturer:Gear   ASIN:B09JGHT5YS   Item model number:LBPMNTNA0407   Country of Origin:India   Department:Unisex-adult   Manufacturer:Gear, Gear Merchandise Pvt Ltd, E/12 West Chowbaga, Gulshan Colony, Kolkata-700100   Packer:Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100   Item Weight:600 g   Item Dimensions LxWxH:35 x 22 x 50 Centimeters   Generic Name:Laptop Backpack  ",B09JGHT5YS,Gear
"Superbak Montana 39 Ltrs School Laptop Backpack (India Ink-Black), One Size (LBPMNTNA5201)",  3 Wide Access Compartments : Water Resistant Fabric : Heavy Duty Zippers & Pullers : Optimized Back panel with premium cushioning and airflow mechanism : Advanced Ergonomics : Padded Laptop Sleeve fits laptop up to 15.6 inch : Internal Organizer with zipper    Warranty : 18 Months    Item Package Weight: 634.0 grams   ,"  Product Dimensions:35 x 22 x 50 cm; 600 Grams   Date First Available:14 October 2021   Manufacturer:Gear   ASIN:B09JGKH4JW   Item model number:LBPMNTNA5201   Country of Origin:India   Department:Unisex-adult   Manufacturer:Gear, Gear Merchandise Pvt Ltd, E/12 West Chowbaga, Gulshan Colony, Kolkata-700100   Packer:Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100   Item Weight:600 g   Item Dimensions LxWxH:35 x 22 x 50 Centimeters   Generic Name:Laptop Backpack  ",B09JGKH4JW,Gear
Lavie Women's Marma Dome Sling Bag| Ladies Purse Handbag,"  Lavie Mortiz sling bag is a perfect blend of stylish & quirk for fashionable ladies. It is extra durable, light weight, spacious and comes in multiple colors. This dome shaped bag is made of premium man-made leather. The bag has a well-stitched inner lining for easy accessibility and storage. It comes with a colour blocking pattern on front & printed stripes design in soft premium texture.    Dimension : 23 cm in length X 10 cm in width X 19 cm in height    This sling bag has a top zip closure for safety and comfort. The footed bottom helps to keep your stuff in place. The interior has 1 main compartment, 2 slip pockets alongside 1 zip pocket, providing plenty multi-Purpose storage for keeping phone, portable charger, keys, hairbrush, wallet, pocket perfume, sunglasses etc.    This sling is perfect for women to carry for a reunion party, a weekend getaway or even an evening at the beach. It can be paired with a basic crop top and jeans, a skater dress or even a jumpsuit. This spacious yet sturdy bag makes for a perfect gift for all your occasions   ","  Product Dimensions:23 x 10 x 19 cm; 500 Grams   Date First Available:5 October 2020   Manufacturer:Bagzone Lifestyle Pvt Ltd   ASIN:B08KR4WRM6   Item model number:SAGE111040N3   Country of Origin:India   Department:Women   Manufacturer:Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093   Packer:Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093   Importer:Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093   Item Weight:500 g   Item Dimensions LxWxH:23 x 10 x 19 Centimeters   Included Components:Sling Bag   Generic Name:Shoulder Bag  ",B08KR4WRM6,Bagzone Lifestyle Pvt Ltd
Wildcraft 35 ltrs (19 Cms) Casual Backpack(11619-Typo_Blk_Black),"  Outer Material: Nylon, Color: Typo_Blk    Capacity: 35 liters; Dimensions: 7.5 inches x 12.5 inches x 18.5 inches (LxWxH)    Number of compartments: 2    Warranty type: Manufacturer; 5 years manufacturer warranty is non-transferable and valid for 5 years from the original date of purchase   ",  Is Discontinued By Manufacturer:No   Product Dimensions:31.75 x 19.05 x 46.99 cm; 320 Grams   Date First Available:6 February 2018   Manufacturer:Wildcraft   ASIN:B079MBFH5V   Item model number:11619-Typo_Blk   Country of Origin:India   Manufacturer:Wildcraft   Item Weight:320 g   Item Dimensions LxWxH:31.7 x 19 x 47 Centimeters   Generic Name:Casual Backpack  ,B079MBFH5V,No
Elios Men's PU Leather Multipurpose Daypack Shoulder Sling Bag Chest Crossbody Shoulder Chest Travel Bag with USB Charging Port Black,"  PU LEATHER BAG MATERIAL: It is an ARTIFICIAL PU LEATHER bag with waterproof ability. The inner is well lined with soft material and breathable soft cushion belt. Shoulder strap is adjustable to meet different requirements. CASUAL SHOULDER BAG: The men bag protective and durable can wear it in any way you like as sling bag/ shoulder bag/ crossbody bag. It's safe, stylish, handy, lightweight and comfortable. Also, it's a great gift for everyone.    LARGE CAPACITY: It is well organized bag with 1 main pocket. 2 zipper pocket,1 open pocket and 1 interlayer. Has enough room for all your essentials such as Umbrella, iPad Mini, Phone, Wallet, Headphone, Earphone, Keys, Sunglasses etc. in it at could easily fit a bottle of water in it too. Our leather sling bag is spacious and it is design to perfectly hold can hold a lot of items. -Perfect for Daily Use.    USB CHARGING PORT: Put your portable power bank into backpack and connect internal USB charging cable, then let your charging cable insert external USB charging port to connect your electronic device. Easy access and more convenient to charge.; HEADPHONE HOLE: A hole for headphone provides an easy access to earphone usage that you can listen to your favourite music on the go hands-free.    CROSSBODY BAG OCCASION: It's perfect for business/ casual/ traveling/ biking/ beach and everyday using. Perfectly works as sling shoulder pack, wear this sling bag over either shoulder comfortably, or across the chest to deter thieves and keep your hands free.    Inner Material Type: Polyester   ",  Package Dimensions:35.4 x 23.6 x 4.7 cm; 300 Grams   Date First Available:15 March 2020   Manufacturer:Elios   ASIN:B085YBG353   Item model number:EL-18-01-Light-Brown   Country of Origin:India   Department:Men   Manufacturer:Elios   Item Weight:300 g   Included Components:Sling Bag  ,B085YBG353,Elios
